ID;Year_Birth; Income ;Dt_Customer;Country;transaction_date;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;Total_Purchases;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain
6255;1952;70545;2014-06-03;Australia;2014-06-08;138;39;63;55;18;21;334;1;4;1;7;2;0;0;0;0;0;0;0
4790;1958;79803;2014-06-02;Spain;2014-06-10;574;8;216;21;16;33;868;1;4;3;5;1;0;0;0;0;0;0;0
9687;1975;73170;2014-05-31;Canada;2014-06-02;184;174;256;50;30;32;726;1;5;4;6;2;0;0;0;0;0;0;0
246;1965;66480;2014-05-31;Spain;2014-06-13;199;9;57;20;21;6;312;7;4;1;7;4;0;0;0;0;0;0;0
8890;1971;65808;2014-05-30;Spain;2014-06-25;155;7;80;13;7;10;272;3;5;1;5;6;0;0;0;0;0;0;0
1127;1973;85844;2014-05-29;Spain;2014-06-10;938;19;843;25;95;38;1958;1;6;6;7;2;0;0;1;0;0;0;0
7959;1961;79410;2014-05-29;Spain;2014-06-01;658;80;483;123;13;13;1370;1;3;2;5;1;0;0;0;0;0;0;0
6457;1976;64892;2014-05-29;Saudi Arabia;2014-06-10;527;24;230;32;24;65;902;2;6;4;12;4;0;0;0;0;0;0;0
10846;1978;43783;2014-05-29;Canada;2014-06-11;327;9;125;25;4;139;629;6;7;1;8;7;1;0;0;0;0;0;0
9386;1962;50127;2014-05-29;Spain;2014-06-21;274;0;21;4;6;15;320;1;5;1;6;6;0;1;0;0;0;0;0
4452;1957;50388;2014-05-28;Germany;2014-06-09;292;6;37;0;3;34;372;4;6;1;6;7;0;1;0;1;0;1;0
843;1971;64722;2014-05-26;Spain;2014-05-26;303;0;280;60;147;15;805;4;8;2;11;6;0;0;0;0;0;0;0
1743;1974;69719;2014-05-26;Spain;2014-06-17;273;86;208;177;14;43;801;1;2;3;5;1;0;0;0;0;0;0;0
7540;1952;50300;2014-05-25;Spain;2014-06-14;143;15;60;24;23;5;270;2;2;1;8;2;0;0;0;0;0;0;0
10833;1975;65106;2014-05-24;Spain;2014-06-23;790;19;133;12;0;19;973;3;8;3;13;6;0;1;0;0;0;0;0
4138;1962;76624;2014-05-24;Spain;2014-05-25;411;106;147;54;115;66;899;1;5;10;7;1;1;0;0;0;0;0;0
10556;1959;54984;2014-05-24;Spain;2014-06-17;173;13;131;32;3;6;358;4;6;1;6;7;0;0;0;1;0;0;0
7613;1974;49669;2014-05-24;Spain;2014-06-14;166;5;107;11;8;29;326;2;5;1;6;6;0;0;0;0;0;0;0
4394;1965;81051;2014-05-23;Spain;2014-05-28;1142;29;249;38;29;14;1501;1;5;5;12;2;0;1;1;0;0;0;0
4679;1977;78710;2014-05-23;Spain;2014-06-28;721;0;152;119;50;50;1092;3;7;6;12;4;0;0;0;0;0;0;0
4998;1962;76081;2014-05-23;Spain;2014-05-27;292;30;415;63;33;200;1033;1;4;5;4;2;0;0;0;1;0;0;0
7321;1962;76081;2014-05-23;India;2014-06-24;292;30;415;63;33;200;1033;1;4;5;4;2;0;0;0;1;0;0;0
6815;1980;96547;2014-05-23;Spain;2014-06-03;448;21;125;52;101;62;809;0;7;6;8;2;1;0;1;1;0;1;0
5512;1977;55842;2014-05-23;Spain;2014-06-18;451;0;39;0;4;24;518;1;7;1;8;5;0;0;0;0;0;0;0
4508;1952;75127;2014-05-22;Germany;2014-06-08;203;35;305;46;17;227;833;1;2;11;5;1;0;0;0;0;0;0;0
4843;1952;75127;2014-05-22;Saudi Arabia;2014-06-06;203;35;305;46;17;227;833;1;2;11;5;1;0;0;0;0;0;0;0
8931;1986;83033;2014-05-18;Saudi Arabia;2014-05-31;812;99;431;237;149;33;1761;1;11;4;10;5;0;0;0;1;0;0;0
940;1987;57100;2014-05-18;Saudi Arabia;2014-05-30;158;11;99;15;11;17;311;2;3;2;7;3;0;0;0;0;0;0;0
254;1955;53863;2014-05-17;Spain;2014-06-09;399;4;30;6;4;30;473;3;7;1;7;7;0;1;0;0;0;0;0
10767;1989;77845;2014-05-16;USA;2014-06-08;760;40;480;0;40;26;1346;1;3;5;12;1;0;0;1;1;0;0;0
6999;1980;69661;2014-05-13;India;2014-05-17;656;16;106;32;16;8;834;1;7;3;12;3;0;0;0;0;0;0;0
10476;1958;67267;2014-05-13;USA;2014-06-09;134;11;59;15;2;30;251;1;3;2;5;2;0;0;0;0;0;0;0
10102;1966;79946;2014-05-12;Saudi Arabia;2014-05-23;395;183;565;166;141;28;1478;1;5;11;5;3;0;0;0;0;0;0;0
8504;1973;79593;2014-05-12;Germany;2014-06-14;350;60;568;110;133;145;1366;1;5;6;7;2;0;0;1;0;0;0;0
1020;1973;79593;2014-05-12;Spain;2014-06-02;350;60;568;110;133;145;1366;1;5;6;7;2;0;0;1;0;0;0;0
3434;1951;80872;2014-05-12;Spain;2014-06-25;483;72;567;94;12;108;1336;1;4;4;10;1;0;0;0;0;0;0;0
810;1975;74190;2014-05-12;Spain;2014-05-30;151;81;86;168;91;64;641;2;4;2;11;2;0;0;0;0;0;0;0
8614;1957;65486;2014-05-12;Australia;2014-05-26;245;19;125;37;67;14;507;1;4;2;10;2;0;0;0;0;0;0;0
11176;1970;65968;2014-05-12;Canada;2014-06-24;376;9;83;19;4;4;495;2;5;4;7;3;0;0;0;0;0;0;0
5721;1956;84117;2014-05-11;Canada;2014-05-15;611;76;749;59;45;26;1566;1;7;10;6;2;0;0;1;0;0;0;0
7698;1976;51650;2014-05-11;India;2014-06-12;152;3;22;2;5;7;191;1;4;1;4;5;0;0;0;0;0;0;0
11051;1956;77376;2014-05-10;Canada;2014-05-28;492;19;110;16;12;12;661;4;6;3;10;4;0;0;0;0;0;0;0
8908;1959;87195;2014-05-08;Canada;2014-06-15;217;76;690;50;26;38;1097;1;3;11;5;1;0;0;0;0;0;1;0
988;1965;81168;2014-05-07;Spain;2014-06-12;410;0;592;147;22;22;1193;1;6;4;7;3;0;0;0;1;0;0;0
3635;1962;52597;2014-05-07;Saudi Arabia;2014-05-14;492;0;37;7;0;42;578;3;6;3;8;5;0;0;0;0;0;0;0
10420;1955;46390;2014-05-05;USA;2014-06-06;95;14;64;2;9;38;222;1;4;2;3;7;0;0;0;0;0;0;0
2669;1993;74293;2014-05-04;Spain;2014-05-22;375;152;335;93;91;81;1127;1;5;4;6;2;0;0;0;0;0;0;0
10037;1993;74293;2014-05-04;Saudi Arabia;2014-06-20;375;152;335;93;91;81;1127;1;5;4;6;2;0;0;0;0;0;0;0
3010;1989;88420;2014-05-02;Spain;2014-05-30;957;153;612;99;95;153;2069;1;4;7;8;1;1;0;1;1;0;0;0
7723;1979;75507;2014-05-02;Germany;2014-05-22;709;93;374;104;80;80;1440;1;8;6;6;3;0;0;0;0;0;0;0
2963;1979;75507;2014-05-02;Australia;2014-05-12;709;93;374;104;80;80;1440;1;8;6;6;3;0;0;0;0;0;0;0
3091;1981;75774;2014-05-02;Saudi Arabia;2014-06-14;340;21;134;258;14;56;823;1;7;5;8;4;0;0;0;0;0;0;0
762;1981;75774;2014-05-02;Spain;2014-05-02;340;21;134;258;14;56;823;1;7;5;8;4;0;0;0;0;0;0;0
3107;1976;71322;2014-05-02;Australia;2014-06-23;121;24;124;24;15;42;350;1;4;1;7;2;0;0;0;0;0;0;0
3005;1992;83528;2014-05-01;Spain;2014-06-29;530;117;678;134;44;147;1650;1;4;10;8;1;1;0;0;1;0;1;0
7828;1981;77882;2014-04-30;Saudi Arabia;2014-06-13;68;129;396;188;22;15;818;1;3;3;5;1;0;0;0;0;0;0;0
8029;1988;90247;2014-04-29;USA;2014-06-16;1184;32;352;21;16;16;1621;1;3;4;7;1;0;1;1;1;0;1;0
5948;1975;57338;2014-04-29;USA;2014-05-21;143;6;52;11;8;17;237;2;4;1;5;5;0;0;0;0;0;0;0
8726;1964;41713;2014-04-29;Canada;2014-06-29;77;8;44;10;10;25;174;5;3;1;4;6;0;0;0;0;0;0;0
1619;1956;90369;2014-04-28;Spain;2014-05-05;292;51;981;224;23;17;1588;1;4;6;6;1;0;0;0;0;0;1;0
9264;1986;79529;2014-04-27;Canada;2014-05-30;423;42;706;73;197;197;1638;1;4;8;9;2;0;0;0;0;0;0;0
1833;1974;39190;2014-04-26;Spain;2014-06-09;68;8;18;19;8;12;133;2;2;1;4;5;0;0;0;0;0;0;0
10413;1984;72570;2014-04-25;Spain;2014-04-28;274;83;216;151;141;224;1089;1;4;6;12;1;0;0;0;0;0;0;0
1340;1986;92910;2014-04-24;Spain;2014-06-25;551;137;792;179;103;33;1795;1;6;7;13;1;0;1;1;1;0;0;0
6887;1967;79146;2014-04-24;Germany;2014-06-16;245;16;223;21;43;16;564;2;8;1;8;6;0;0;0;0;0;0;0
7500;1967;79146;2014-04-24;Spain;2014-06-02;245;16;223;21;43;16;564;2;8;1;8;6;0;0;0;0;0;0;0
3830;1953;59354;2014-04-24;Canada;2014-05-31;295;21;78;39;13;13;459;1;4;4;7;3;0;0;0;0;0;0;0
48;1964;55761;2014-04-24;Spain;2014-06-15;136;1;12;0;3;32;184;2;4;1;3;6;0;1;0;0;0;0;0
3717;1959;61180;2014-04-23;Spain;2014-05-29;403;24;29;6;24;218;704;2;5;5;6;3;1;0;0;0;0;0;0
574;1964;42523;2014-04-23;Germany;2014-06-07;14;36;11;3;26;35;125;1;1;1;4;2;0;0;0;0;0;0;0
3266;1964;42523;2014-04-23;Canada;2014-05-29;14;36;11;3;26;35;125;1;1;1;4;2;0;0;0;0;0;0;0
2534;1953;37716;2014-04-21;Australia;2014-06-27;97;1;41;6;2;41;188;2;4;1;3;7;0;0;0;0;0;0;0
1349;1970;50447;2014-04-21;India;2014-06-06;85;7;24;2;3;27;148;1;3;1;3;6;0;0;0;0;0;0;0
1839;1974;43322;2014-04-21;India;2014-06-24;56;7;48;10;2;18;141;1;3;0;4;7;0;0;0;0;0;0;0
5832;1960;92556;2014-04-20;Spain;2014-06-15;493;183;352;184;23;28;1263;0;3;5;13;0;0;0;0;0;0;0;0
9635;1983;35876;2014-04-20;Spain;2014-05-03;66;2;40;4;3;14;129;1;3;1;3;6;0;0;0;0;0;0;0
10634;1951;59412;2014-04-19;Spain;2014-05-26;90;67;165;30;43;11;406;1;4;2;8;3;0;0;0;0;0;0;0
5180;1968;50616;2014-04-18;Spain;2014-04-24;128;0;16;0;1;4;149;2;4;0;4;7;0;0;0;0;0;0;0
4174;1956;55249;2014-04-17;Spain;2014-05-11;97;1;19;2;0;11;130;1;2;1;4;3;0;0;0;0;0;0;0
4390;1954;75315;2014-04-15;Saudi Arabia;2014-04-20;459;15;171;142;23;31;841;2;5;4;12;2;0;0;0;0;0;0;0
4785;1970;77622;2014-04-14;Saudi Arabia;2014-05-16;520;7;154;19;0;14;714;2;6;3;11;3;0;0;0;0;0;0;0
9797;1956;58116;2014-04-13;Spain;2014-04-16;228;19;130;4;11;51;443;2;3;3;8;2;0;0;0;0;0;0;0
1717;1988;39747;2014-04-13;Saudi Arabia;2014-05-13;80;15;93;20;13;52;273;3;5;1;4;8;0;0;0;0;0;0;0
10766;1964;65526;2014-04-11;Spain;2014-06-07;397;19;69;12;0;9;506;1;4;4;8;2;0;0;0;0;0;0;0
9971;1964;65526;2014-04-11;Saudi Arabia;2014-06-23;397;19;69;12;0;9;506;1;4;4;8;2;0;0;0;0;0;0;0
1755;1988;45204;2014-04-11;Saudi Arabia;2014-06-18;30;11;25;29;1;18;114;1;1;1;4;3;0;0;0;0;0;0;0
11074;1977;85072;2014-04-09;Saudi Arabia;2014-04-13;494;92;391;194;11;241;1423;1;3;4;10;0;0;0;0;0;0;0;0
1277;1960;78468;2014-04-09;USA;2014-06-22;434;22;388;104;22;34;1004;1;10;7;10;4;0;0;0;1;0;0;0
5303;1974;79632;2014-04-08;Saudi Arabia;2014-06-21;471;0;510;99;21;12;1113;1;6;4;9;2;0;0;0;0;0;0;0
7010;1965;70924;2014-04-07;Spain;2014-04-21;635;114;254;132;152;76;1363;1;6;6;7;3;0;0;1;0;0;0;0
4767;1965;70924;2014-04-07;Spain;2014-06-10;635;114;254;132;152;76;1363;1;6;6;7;3;0;0;1;0;0;0;0
2415;1962;62568;2014-04-07;Spain;2014-06-01;362;17;398;80;35;61;953;3;5;3;5;4;0;0;0;1;0;0;0
10127;1965;58692;2014-04-06;Canada;2014-06-17;301;11;61;4;7;11;395;1;8;2;4;7;0;0;0;0;0;0;0
3194;1974;71466;2014-04-05;Canada;2014-04-22;412;12;546;78;182;0;1230;1;4;4;10;1;0;0;0;0;0;0;0
1446;1956;86424;2014-04-05;Saudi Arabia;2014-06-15;387;68;569;89;45;68;1226;1;6;9;12;1;0;0;0;0;0;0;0
8746;1989;75433;2014-04-05;Spain;2014-06-04;800;0;297;0;34;57;1188;2;2;5;10;6;0;1;0;1;0;0;0
5545;1972;78075;2014-04-05;Spain;2014-05-14;572;8;259;34;35;80;988;1;3;5;5;1;0;0;0;0;0;0;0
738;1981;42395;2014-04-04;India;2014-05-28;48;13;57;24;15;25;182;4;3;1;4;7;0;0;0;0;0;0;0
641;1967;52074;2014-04-04;India;2014-04-15;59;0;12;0;0;48;119;1;2;2;2;4;1;0;0;0;0;0;0
10164;1958;94472;2014-04-03;Spain;2014-05-17;1017;33;417;108;100;16;1691;1;5;5;5;5;0;1;1;0;0;0;0
2613;1960;54197;2014-04-03;Spain;2014-05-31;162;6;37;6;13;13;237;2;1;3;6;1;0;0;0;0;0;0;0
4686;1962;82571;2014-04-02;Spain;2014-05-02;861;31;558;62;95;79;1686;0;6;5;13;2;0;0;1;0;0;0;0
1584;1977;41443;2014-04-01;Saudi Arabia;2014-04-05;171;7;171;25;19;89;482;6;8;1;5;8;0;0;0;0;0;0;0
8159;1968;51287;2014-04-01;Spain;2014-04-15;117;0;22;13;0;30;182;3;4;1;3;7;0;0;0;0;0;0;0
5558;1954;90933;2014-03-31;Spain;2014-04-03;1020;31;430;62;63;79;1685;1;4;6;4;1;0;0;1;0;0;0;0
6343;1959;79823;2014-03-31;Australia;2014-04-26;835;73;380;114;73;43;1518;1;6;9;7;2;0;1;0;0;0;0;0
3182;1973;46854;2014-03-31;India;2014-05-12;96;1;79;7;1;79;263;6;5;1;3;8;1;0;0;0;0;1;0
3900;1972;65685;2014-03-29;Canada;2014-04-24;642;14;49;0;7;57;769;1;9;2;9;5;0;0;0;0;0;0;0
9958;1972;65685;2014-03-29;Australia;2014-04-12;642;14;49;0;7;57;769;1;9;2;9;5;0;0;0;0;0;0;0
3551;1954;60033;2014-03-29;Spain;2014-06-02;62;1;57;19;11;48;198;2;2;1;5;2;0;0;0;0;0;0;0
954;1960;22123;2014-03-27;Australia;2014-06-25;3;3;24;34;7;31;102;1;2;1;3;5;0;0;0;0;0;0;0
3783;1959;52854;2014-03-24;Saudi Arabia;2014-06-05;105;0;10;0;1;0;116;2;2;1;4;5;0;0;0;0;0;0;0
1927;1973;69401;2014-03-23;Germany;2014-06-01;399;27;159;58;8;39;690;4;4;4;5;2;0;0;0;0;0;0;0
4252;1965;44375;2014-03-23;Spain;2014-06-29;213;5;28;7;7;41;301;1;4;1;6;5;0;0;0;0;0;0;0
2130;1982;45203;2014-03-23;Saudi Arabia;2014-04-24;35;3;67;10;8;24;147;1;3;1;3;6;0;0;0;0;0;1;0
9336;1969;62187;2014-03-22;Spain;2014-05-29;512;0;83;0;0;41;636;3;6;2;10;4;0;0;0;0;0;0;0
8545;1954;85683;2014-03-21;Spain;2014-06-22;1296;17;311;45;69;51;1789;1;2;4;10;1;0;1;1;1;1;1;0
5121;1977;56628;2014-03-21;Canada;2014-05-28;479;5;82;7;17;171;761;2;7;6;5;5;1;0;0;0;0;0;0
1958;1973;55012;2014-03-21;Spain;2014-06-03;582;0;65;0;0;13;660;6;8;2;9;5;0;0;0;0;0;0;0
3643;1974;63206;2014-03-20;Canada;2014-05-23;750;8;125;11;8;26;928;1;4;3;6;2;0;0;1;0;0;0;0
5866;1974;48186;2014-03-20;Spain;2014-05-31;97;3;66;12;7;34;219;3;4;1;4;7;0;0;0;0;0;0;0
9369;1979;88194;2014-03-19;Germany;2014-05-17;688;14;309;201;24;38;1274;1;11;10;10;5;1;0;0;1;0;1;0
6521;1954;77972;2014-03-18;Saudi Arabia;2014-05-21;613;22;319;33;102;12;1101;1;4;6;9;1;0;0;0;0;0;0;0
5896;1987;73395;2014-03-18;Spain;2014-03-27;272;7;80;20;7;11;397;1;4;4;6;2;0;0;0;0;0;0;0
6036;1959;89120;2014-03-17;Spain;2014-04-10;1168;92;408;72;129;55;1924;1;5;6;7;1;0;0;1;0;0;0;0
7348;1958;71691;2014-03-17;Spain;2014-04-22;336;130;411;240;32;43;1192;1;4;7;5;2;0;0;0;0;0;1;0
3535;1965;66294;2014-03-17;Spain;2014-06-04;251;108;334;65;92;117;967;1;4;3;5;2;0;0;0;0;0;0;0
3924;1965;57912;2014-03-17;Saudi Arabia;2014-03-23;801;0;80;0;0;35;916;5;8;3;12;5;0;1;0;0;0;0;0
5794;1974;46374;2014-03-17;India;2014-04-05;408;0;21;0;0;17;446;3;7;1;7;8;0;1;0;1;0;1;0
10129;1966;82427;2014-03-12;Spain;2014-06-28;482;147;509;104;107;107;1456;1;3;5;12;1;0;0;1;0;0;0;0
5186;1955;58482;2014-03-12;Canada;2014-06-05;576;7;115;19;7;7;731;2;7;4;9;6;0;1;0;0;0;0;0
10196;1978;71427;2014-03-12;USA;2014-06-10;212;123;177;15;64;23;614;2;8;2;8;4;0;0;0;0;0;0;0
6466;1965;57236;2014-03-12;Spain;2014-03-22;105;0;9;2;1;4;121;3;2;1;4;3;0;0;0;0;0;0;0
2853;1980;51766;2014-03-11;Canada;2014-03-14;60;51;87;6;20;51;275;2;4;2;4;5;0;0;0;0;0;0;0
2186;1977;82326;2014-03-10;Spain;2014-04-24;938;142;754;159;81;183;2257;1;5;10;6;2;0;1;1;1;0;1;0
2829;1955;65210;2014-03-10;Canada;2014-05-07;626;0;70;0;7;28;731;2;9;3;8;6;0;1;0;1;0;0;0
9485;1986;45921;2014-03-10;Saudi Arabia;2014-06-13;102;9;49;24;3;12;199;1;2;1;6;4;0;0;0;0;0;0;0
10548;1995;71163;2014-03-09;Germany;2014-03-31;283;17;372;138;106;44;960;1;3;8;12;1;0;0;0;0;0;0;0
4480;1973;60432;2014-03-09;Saudi Arabia;2014-05-06;365;3;15;4;3;11;401;5;7;2;5;6;0;0;0;0;0;0;0
7725;1965;76800;2014-03-08;India;2014-06-14;173;26;255;35;71;81;641;1;4;4;7;1;0;0;0;0;0;0;0
7987;1969;65747;2014-03-07;Canada;2014-03-08;346;17;48;23;13;13;460;4;8;1;6;6;0;1;0;0;0;0;0
4832;1979;27244;2014-03-07;Spain;2014-06-09;6;5;17;3;24;46;101;2;2;2;2;7;0;0;0;0;0;0;0
9697;1951;53790;2014-03-06;Spain;2014-06-25;335;42;127;28;5;5;542;3;7;2;8;6;0;0;0;0;0;0;0
4676;1951;73705;2014-03-05;Spain;2014-06-03;612;91;520;258;107;107;1695;2;9;6;8;5;0;0;0;0;0;0;0
9362;1965;69263;2014-03-05;Canada;2014-04-28;492;5;32;13;5;21;568;1;9;1;7;6;0;1;0;0;0;0;0
2875;1978;67023;2014-03-04;Spain;2014-05-16;444;44;382;11;8;17;906;1;3;7;13;2;0;0;0;0;0;0;1
902;1980;62994;2014-03-04;Canada;2014-04-28;224;12;48;4;12;12;312;1;6;2;4;6;0;0;0;0;0;0;0
2416;1969;66582;2014-03-03;Spain;2014-03-07;789;25;420;16;38;0;1288;1;2;8;9;1;0;0;0;0;0;0;0
8375;1968;55954;2014-03-03;Australia;2014-05-04;447;0;28;0;0;43;518;3;8;2;6;7;0;0;0;0;0;0;0
7408;1952;54549;2014-03-03;Saudi Arabia;2014-03-06;216;2;6;0;0;9;233;2;5;1;4;7;0;0;0;0;0;0;0
832;1966;65814;2014-03-02;Spain;2014-04-26;561;14;113;10;14;35;747;3;8;2;10;5;0;0;0;0;0;0;0
2532;1987;73454;2014-03-01;Spain;2014-03-04;982;73;351;56;14;175;1651;1;2;4;6;5;1;0;0;0;0;0;0
8475;1973;157243;2014-03-01;India;2014-03-12;20;2;1582;1;2;1;1608;15;0;22;0;0;0;0;0;0;0;0;0
1672;1974;65640;2014-03-01;Saudi Arabia;2014-06-15;204;7;149;20;15;66;461;1;5;1;8;2;0;0;0;0;0;0;0
8070;1973;54222;2014-03-01;Spain;2014-04-04;199;12;31;3;12;7;264;1;3;3;5;3;0;0;0;0;0;0;0
2948;1954;62637;2014-03-01;Canada;2014-03-28;104;12;48;4;12;5;185;1;2;2;5;2;0;0;0;0;0;0;0
3595;1963;77226;2014-02-28;Spain;2014-04-27;631;43;239;128;76;21;1138;2;6;8;12;3;0;0;0;0;0;0;0
7683;1968;70777;2014-02-25;Spain;2014-06-25;554;35;113;0;7;78;787;3;5;3;12;3;0;0;0;0;0;0;0
535;1987;81361;2014-02-25;Germany;2014-05-17;163;23;424;27;65;76;778;1;3;10;13;1;0;0;0;0;0;0;0
4608;1987;81361;2014-02-25;Saudi Arabia;2014-03-15;163;23;424;27;65;76;778;1;3;10;13;1;0;0;0;0;0;1;0
830;1987;74004;2014-02-24;India;2014-03-11;784;48;560;42;176;48;1658;1;4;6;4;3;0;0;1;1;0;1;0
2815;1975;33183;2014-02-24;Spain;2014-03-11;7;5;39;17;15;37;120;2;4;0;3;7;0;0;0;0;0;0;0
2909;1974;78128;2014-02-19;Germany;2014-06-13;934;24;230;16;24;36;1264;2;8;4;6;3;0;1;1;0;0;0;0
7646;1989;64449;2014-02-18;Spain;2014-05-19;218;63;282;137;35;70;805;4;5;3;12;4;0;0;0;0;0;0;0
4248;1960;98777;2014-02-17;Spain;2014-05-27;1000;19;711;125;115;38;2008;0;4;6;9;1;0;1;0;0;0;0;0
7451;1960;98777;2014-02-17;Spain;2014-04-22;1000;19;711;125;115;38;2008;0;4;6;9;1;0;1;0;0;0;0;0
3515;1952;62307;2014-02-17;Spain;2014-03-16;87;13;34;10;6;10;160;1;4;0;4;5;0;0;0;0;0;0;0
5283;1976;42473;2014-02-17;Spain;2014-03-22;93;1;21;0;4;25;144;3;2;1;4;5;0;0;0;0;0;0;0
1328;1982;57937;2014-02-16;Saudi Arabia;2014-06-22;261;42;144;55;48;133;683;3;4;4;9;3;0;0;0;0;0;0;0
6931;1967;76982;2014-02-15;Spain;2014-03-24;464;151;292;65;60;30;1062;1;8;3;4;4;0;0;1;0;0;1;0
807;1969;44602;2014-02-15;India;2014-02-21;167;2;89;0;0;34;292;6;6;1;4;8;0;0;0;0;0;0;0
5067;1994;80134;2014-02-14;Spain;2014-06-11;966;26;282;52;26;26;1378;1;2;7;11;5;0;1;1;1;1;0;0
